AB054646	Thermus oshimai strain SPS-17 16S ribosomal RNA, partial sequence	10.1128/AEM.67.4.1601-1616.2001	11282611	Appl. Environ. Microbiol. 67:1601-1606 (2001)	Ishiguro M.; Kaneko S.; Kuno A.; Koyama Y.; Yoshida S.; Park G.-G.; Sakakibara Y.; Kusakabe I.; Kobayashi H.; ;	Kobayashi H.; Kaneko S.; Koyama Y.; ;	19-JAN-2001 Hideyuki Kobayashi, National Food Research Institute, Molecular Func		
GU437675	Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence			Unpublished	Johnson L.R.; Engel A.S.; Bennett P.C.; Roy A.; Merchan G.; Birdwell J.; ;	Johnson L.R.; Engel A.S.; Bennett P.C.; Roy A.; Merchan G.; Birdwell J.; ;	11-JAN-2010 Geology & Geophysics, Louisiana State University, E235 Howe-Russell	Chile:Tower Geyser, El Tatio Geyser Field	microbial mat bottom (80 C)
GU437676	Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence			Unpublished	Johnson L.R.; Engel A.S.; Bennett P.C.; Roy A.; Merchan G.; Birdwell J.; ;	Johnson L.R.; Engel A.S.; Bennett P.C.; Roy A.; Merchan G.; Birdwell J.; ;	11-JAN-2010 Geology & Geophysics, Louisiana State University, E235 Howe-Russell	Chile:Tower Geyser, El Tatio Geyser Field	microbial mat bottom (80 C)
GU437690	Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence			Unpublished	Johnson L.R.; Engel A.S.; Bennett P.C.; Roy A.; Merchan G.; Birdwell J.; ;	Johnson L.R.; Engel A.S.; Bennett P.C.; Roy A.; Merchan G.; Birdwell J.; ;	11-JAN-2010 Geology & Geophysics, Louisiana State University, E235 Howe-Russell	Chile:Tower Geyser, El Tatio Geyser Field	microbial mat bottom (80 C)
GU437688	Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence			Unpublished	Johnson L.R.; Engel A.S.; Bennett P.C.; Roy A.; Merchan G.; Birdwell J.; ;	Johnson L.R.; Engel A.S.; Bennett P.C.; Roy A.; Merchan G.; Birdwell J.; ;	11-JAN-2010 Geology & Geophysics, Louisiana State University, E235 Howe-Russell	Chile:Tower Geyser, El Tatio Geyser Field	microbial mat bottom (80 C)
GU437694	Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence			Unpublished	Johnson L.R.; Engel A.S.; Bennett P.C.; Roy A.; Merchan G.; Birdwell J.; ;	Johnson L.R.; Engel A.S.; Bennett P.C.; Roy A.; Merchan G.; Birdwell J.; ;	11-JAN-2010 Geology & Geophysics, Louisiana State University, E235 Howe-Russell	Chile:Tower Geyser, El Tatio Geyser Field	microbial mat bottom (80 C)
GU437691	Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence			Unpublished	Johnson L.R.; Engel A.S.; Bennett P.C.; Roy A.; Merchan G.; Birdwell J.; ;	Johnson L.R.; Engel A.S.; Bennett P.C.; Roy A.; Merchan G.; Birdwell J.; ;	11-JAN-2010 Geology & Geophysics, Louisiana State University, E235 Howe-Russell	Chile:Tower Geyser, El Tatio Geyser Field	microbial mat bottom (80 C)
GU437693	Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence			Unpublished	Johnson L.R.; Engel A.S.; Bennett P.C.; Roy A.; Merchan G.; Birdwell J.; ;	Johnson L.R.; Engel A.S.; Bennett P.C.; Roy A.; Merchan G.; Birdwell J.; ;	11-JAN-2010 Geology & Geophysics, Louisiana State University, E235 Howe-Russell	Chile:Tower Geyser, El Tatio Geyser Field	microbial mat bottom (80 C)
GU437692	Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence			Unpublished	Johnson L.R.; Engel A.S.; Bennett P.C.; Roy A.; Merchan G.; Birdwell J.; ;	Johnson L.R.; Engel A.S.; Bennett P.C.; Roy A.; Merchan G.; Birdwell J.; ;	11-JAN-2010 Geology & Geophysics, Louisiana State University, E235 Howe-Russell	Chile:Tower Geyser, El Tatio Geyser Field	microbial mat bottom (80 C)
GU437703	Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence			Unpublished	Johnson L.R.; Engel A.S.; Bennett P.C.; Roy A.; Merchan G.; Birdwell J.; ;	Johnson L.R.; Engel A.S.; Bennett P.C.; Roy A.; Merchan G.; Birdwell J.; ;	11-JAN-2010 Geology & Geophysics, Louisiana State University, E235 Howe-Russell	Chile:Tower Geyser, El Tatio Geyser Field	microbial mat bottom (80 C)
GU940716	Thermus scotoductus strain Se-1 16S ribosomal RNA, partial sequence			Unpublished	Li N.; ;	Li N.; ;	23-FEB-2010 Ecology, Yantai Institute of Coastal Zone Research, Chinese Academy		South China Sea
HM312869	Thermus scotoductus strain Se-1 16S ribosomal RNA, partial sequence					Kong H.H.; Grice E.A.; Conlan S.; Deming C.B.; Freeman A.F.; Beatson M.; Nomicos E.; Young A.C.; Bouffard G.G.; Blakesley R.W.; Candotti F.; Holland S	04-MAY-2010 National Human Genome Research Institute (NHGRI), National Institute		skin, popliteal fossa
HM316567	Thermus scotoductus strain Se-1 16S ribosomal RNA, partial sequence					Kong H.H.; Grice E.A.; Conlan S.; Deming C.B.; Freeman A.F.; Beatson M.; Nomicos E.; Young A.C.; Bouffard G.G.; Blakesley R.W.; Candotti F.; Holland S	04-MAY-2010 National Human Genome Research Institute (NHGRI), National Institute		skin, antecubital fossa
HM317867	Thermus scotoductus strain Se-1 16S ribosomal RNA, partial sequence					Kong H.H.; Grice E.A.; Conlan S.; Deming C.B.; Freeman A.F.; Beatson M.; Nomicos E.; Young A.C.; Bouffard G.G.; Blakesley R.W.; Candotti F.; Holland S	04-MAY-2010 National Human Genome Research Institute (NHGRI), National Institute		skin, volar forearm
HM318205	Thermus scotoductus strain Se-1 16S ribosomal RNA, partial sequence					Kong H.H.; Grice E.A.; Conlan S.; Deming C.B.; Freeman A.F.; Beatson M.; Nomicos E.; Young A.C.; Bouffard G.G.; Blakesley R.W.; Candotti F.; Holland S	04-MAY-2010 National Human Genome Research Institute (NHGRI), National Institute		skin, antecubital fossa
HM318597	Thermus scotoductus strain Se-1 16S ribosomal RNA, partial sequence					Kong H.H.; Grice E.A.; Conlan S.; Deming C.B.; Freeman A.F.; Beatson M.; Nomicos E.; Young A.C.; Bouffard G.G.; Blakesley R.W.; Candotti F.; Holland S	04-MAY-2010 National Human Genome Research Institute (NHGRI), National Institute		skin, antecubital fossa
HM318783	Thermus scotoductus strain Se-1 16S ribosomal RNA, partial sequence					Kong H.H.; Grice E.A.; Conlan S.; Deming C.B.; Freeman A.F.; Beatson M.; Nomicos E.; Young A.C.; Bouffard G.G.; Blakesley R.W.; Candotti F.; Holland S	04-MAY-2010 National Human Genome Research Institute (NHGRI), National Institute		skin, popliteal fossa
HM319062	Thermus scotoductus strain Se-1 16S ribosomal RNA, partial sequence					Kong H.H.; Grice E.A.; Conlan S.; Deming C.B.; Freeman A.F.; Beatson M.; Nomicos E.; Young A.C.; Bouffard G.G.; Blakesley R.W.; Candotti F.; Holland S	04-MAY-2010 National Human Genome Research Institute (NHGRI), National Institute		skin, popliteal fossa
HM319058	Thermus scotoductus strain Se-1 16S ribosomal RNA, partial sequence					Kong H.H.; Grice E.A.; Conlan S.; Deming C.B.; Freeman A.F.; Beatson M.; Nomicos E.; Young A.C.; Bouffard G.G.; Blakesley R.W.; Candotti F.; Holland S	04-MAY-2010 National Human Genome Research Institute (NHGRI), National Institute		skin, popliteal fossa
HM319073	Thermus scotoductus strain Se-1 16S ribosomal RNA, partial sequence					Kong H.H.; Grice E.A.; Conlan S.; Deming C.B.; Freeman A.F.; Beatson M.; Nomicos E.; Young A.C.; Bouffard G.G.; Blakesley R.W.; Candotti F.; Holland S	04-MAY-2010 National Human Genome Research Institute (NHGRI), National Institute		skin, popliteal fossa
HM448165	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence			Unpublished	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	31-MAY-2010 Earth and Environmental Sciences, University of Illinois at Chicago,	USA	Mound Spring, 14.3m downstream, Yellowstone NP
HM448230	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence			Unpublished	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	31-MAY-2010 Earth and Environmental Sciences, University of Illinois at Chicago,	USA	Bison Pool, 11.8m downstream, Yellowstone NP
HM448236	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence			Unpublished	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	31-MAY-2010 Earth and Environmental Sciences, University of Illinois at Chicago,	USA	Bison Pool, 11.8m downstream, Yellowstone NP
HM448263	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence			Unpublished	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	31-MAY-2010 Earth and Environmental Sciences, University of Illinois at Chicago,	USA	Bison Pool, 14.1m downstream, Yellowstone NP
HM448305	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence			Unpublished	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	31-MAY-2010 Earth and Environmental Sciences, University of Illinois at Chicago,	USA	Mitchs Last Stand, 3.5m downstream, Yellowstone NP
HM448304	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence			Unpublished	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	31-MAY-2010 Earth and Environmental Sciences, University of Illinois at Chicago,	USA	Mitchs Last Stand, 3.5m downstream, Yellowstone NP
HM448310	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence			Unpublished	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	31-MAY-2010 Earth and Environmental Sciences, University of Illinois at Chicago,	USA	Mitchs Last Stand, 3.5m downstream, Yellowstone NP
HM448307	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence			Unpublished	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	31-MAY-2010 Earth and Environmental Sciences, University of Illinois at Chicago,	USA	Mitchs Last Stand, 3.5m downstream, Yellowstone NP
HM448317	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence			Unpublished	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	31-MAY-2010 Earth and Environmental Sciences, University of Illinois at Chicago,	USA	Mitchs Last Stand, 14.3m downstream, Yellowstone N
HM448323	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence			Unpublished	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	31-MAY-2010 Earth and Environmental Sciences, University of Illinois at Chicago,	USA	Mitchs Last Stand, 14.3m downstream, Yellowstone N
HM448339	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence			Unpublished	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	31-MAY-2010 Earth and Environmental Sciences, University of Illinois at Chicago,	USA	Mitchs Last Stand, 20m downstream, Yellowstone NP
HM448349	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence			Unpublished	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	31-MAY-2010 Earth and Environmental Sciences, University of Illinois at Chicago,	USA	Queens Laundry, 3.7m downstream, Yellowstone NP
HM448352	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence			Unpublished	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	31-MAY-2010 Earth and Environmental Sciences, University of Illinois at Chicago,	USA	Queens Laundry, 3.7m downstream, Yellowstone NP
HM448359	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence			Unpublished	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	31-MAY-2010 Earth and Environmental Sciences, University of Illinois at Chicago,	USA	Queens Laundry, 3.7m downstream, Yellowstone NP
HM448364	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence			Unpublished	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	31-MAY-2010 Earth and Environmental Sciences, University of Illinois at Chicago,	USA	Queens Laundry, 19.2m downstream, Yellowstone NP
HM448365	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence			Unpublished	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	31-MAY-2010 Earth and Environmental Sciences, University of Illinois at Chicago,	USA	Queens Laundry, 19.2m downstream, Yellowstone NP
HM448369	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence			Unpublished	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	31-MAY-2010 Earth and Environmental Sciences, University of Illinois at Chicago,	USA	Queens Laundry, 19.2m downstream, Yellowstone NP
HM448375	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence			Unpublished	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	31-MAY-2010 Earth and Environmental Sciences, University of Illinois at Chicago,	USA	Queens Laundry, 19.2m downstream, Yellowstone NP
HM448392	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence			Unpublished	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	31-MAY-2010 Earth and Environmental Sciences, University of Illinois at Chicago,	USA	Flat Cone, Yellowstone NP
HM448387	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence			Unpublished	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	31-MAY-2010 Earth and Environmental Sciences, University of Illinois at Chicago,	USA	Flat Cone, Yellowstone NP
HM448396	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence			Unpublished	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	31-MAY-2010 Earth and Environmental Sciences, University of Illinois at Chicago,	USA	Flat Cone, Yellowstone NP
HM448395	Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence			Unpublished	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	Meyer-Dombard D.R.; Shock E.L.; Summons R.E.; ;	31-MAY-2010 Earth and Environmental Sciences, University of Illinois at Chicago,	USA	Flat Cone, Yellowstone NP
HQ026847	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21128661	Environ. Sci. Technol. 0:0-0 (2010)	Ramos-Padron E.; Bordenave S.; Lin S.; Bhaskar I.M.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	Ramos-Padron E.; Bordenave S.; Lin S.; Mani Bhaskar I.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	02-AUG-2010 Biological Sciences, University of Calgary, 2500 University Drive NW		skim milk powder
HQ026893	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21128661	Environ. Sci. Technol. 0:0-0 (2010)	Ramos-Padron E.; Bordenave S.; Lin S.; Bhaskar I.M.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	Ramos-Padron E.; Bordenave S.; Lin S.; Mani Bhaskar I.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	02-AUG-2010 Biological Sciences, University of Calgary, 2500 University Drive NW		skim milk powder
HQ026908	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21128661	Environ. Sci. Technol. 0:0-0 (2010)	Ramos-Padron E.; Bordenave S.; Lin S.; Bhaskar I.M.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	Ramos-Padron E.; Bordenave S.; Lin S.; Mani Bhaskar I.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	02-AUG-2010 Biological Sciences, University of Calgary, 2500 University Drive NW		skim milk powder
HQ026949	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21128661	Environ. Sci. Technol. 0:0-0 (2010)	Ramos-Padron E.; Bordenave S.; Lin S.; Bhaskar I.M.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	Ramos-Padron E.; Bordenave S.; Lin S.; Mani Bhaskar I.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	02-AUG-2010 Biological Sciences, University of Calgary, 2500 University Drive NW		skim milk powder
HQ026988	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21128661	Environ. Sci. Technol. 0:0-0 (2010)	Ramos-Padron E.; Bordenave S.; Lin S.; Bhaskar I.M.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	Ramos-Padron E.; Bordenave S.; Lin S.; Mani Bhaskar I.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	02-AUG-2010 Biological Sciences, University of Calgary, 2500 University Drive NW		skim milk powder
HQ027019	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21128661	Environ. Sci. Technol. 0:0-0 (2010)	Ramos-Padron E.; Bordenave S.; Lin S.; Bhaskar I.M.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	Ramos-Padron E.; Bordenave S.; Lin S.; Mani Bhaskar I.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	02-AUG-2010 Biological Sciences, University of Calgary, 2500 University Drive NW		skim milk powder
HQ027031	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21128661	Environ. Sci. Technol. 0:0-0 (2010)	Ramos-Padron E.; Bordenave S.; Lin S.; Bhaskar I.M.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	Ramos-Padron E.; Bordenave S.; Lin S.; Mani Bhaskar I.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	02-AUG-2010 Biological Sciences, University of Calgary, 2500 University Drive NW		skim milk powder
HQ027035	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21128661	Environ. Sci. Technol. 0:0-0 (2010)	Ramos-Padron E.; Bordenave S.; Lin S.; Bhaskar I.M.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	Ramos-Padron E.; Bordenave S.; Lin S.; Mani Bhaskar I.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	02-AUG-2010 Biological Sciences, University of Calgary, 2500 University Drive NW		skim milk powder
HQ027055	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21128661	Environ. Sci. Technol. 0:0-0 (2010)	Ramos-Padron E.; Bordenave S.; Lin S.; Bhaskar I.M.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	Ramos-Padron E.; Bordenave S.; Lin S.; Mani Bhaskar I.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	02-AUG-2010 Biological Sciences, University of Calgary, 2500 University Drive NW		skim milk powder
HQ027076	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21128661	Environ. Sci. Technol. 0:0-0 (2010)	Ramos-Padron E.; Bordenave S.; Lin S.; Bhaskar I.M.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	Ramos-Padron E.; Bordenave S.; Lin S.; Mani Bhaskar I.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	02-AUG-2010 Biological Sciences, University of Calgary, 2500 University Drive NW		skim milk powder
HQ027082	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21128661	Environ. Sci. Technol. 0:0-0 (2010)	Ramos-Padron E.; Bordenave S.; Lin S.; Bhaskar I.M.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	Ramos-Padron E.; Bordenave S.; Lin S.; Mani Bhaskar I.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	02-AUG-2010 Biological Sciences, University of Calgary, 2500 University Drive NW		skim milk powder
HQ027094	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21128661	Environ. Sci. Technol. 0:0-0 (2010)	Ramos-Padron E.; Bordenave S.; Lin S.; Bhaskar I.M.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	Ramos-Padron E.; Bordenave S.; Lin S.; Mani Bhaskar I.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	02-AUG-2010 Biological Sciences, University of Calgary, 2500 University Drive NW		skim milk powder
HQ027101	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21128661	Environ. Sci. Technol. 0:0-0 (2010)	Ramos-Padron E.; Bordenave S.; Lin S.; Bhaskar I.M.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	Ramos-Padron E.; Bordenave S.; Lin S.; Mani Bhaskar I.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	02-AUG-2010 Biological Sciences, University of Calgary, 2500 University Drive NW		skim milk powder
HQ027111	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21128661	Environ. Sci. Technol. 0:0-0 (2010)	Ramos-Padron E.; Bordenave S.; Lin S.; Bhaskar I.M.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	Ramos-Padron E.; Bordenave S.; Lin S.; Mani Bhaskar I.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	02-AUG-2010 Biological Sciences, University of Calgary, 2500 University Drive NW		skim milk powder
HQ027109	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21128661	Environ. Sci. Technol. 0:0-0 (2010)	Ramos-Padron E.; Bordenave S.; Lin S.; Bhaskar I.M.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	Ramos-Padron E.; Bordenave S.; Lin S.; Mani Bhaskar I.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	02-AUG-2010 Biological Sciences, University of Calgary, 2500 University Drive NW		skim milk powder
HQ027113	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21128661	Environ. Sci. Technol. 0:0-0 (2010)	Ramos-Padron E.; Bordenave S.; Lin S.; Bhaskar I.M.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	Ramos-Padron E.; Bordenave S.; Lin S.; Mani Bhaskar I.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	02-AUG-2010 Biological Sciences, University of Calgary, 2500 University Drive NW		skim milk powder
HQ027117	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21128661	Environ. Sci. Technol. 0:0-0 (2010)	Ramos-Padron E.; Bordenave S.; Lin S.; Bhaskar I.M.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	Ramos-Padron E.; Bordenave S.; Lin S.; Mani Bhaskar I.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	02-AUG-2010 Biological Sciences, University of Calgary, 2500 University Drive NW		skim milk powder
HQ027211	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21128661	Environ. Sci. Technol. 0:0-0 (2010)	Ramos-Padron E.; Bordenave S.; Lin S.; Bhaskar I.M.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	Ramos-Padron E.; Bordenave S.; Lin S.; Mani Bhaskar I.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	02-AUG-2010 Biological Sciences, University of Calgary, 2500 University Drive NW		skim milk powder
HQ027227	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21128661	Environ. Sci. Technol. 0:0-0 (2010)	Ramos-Padron E.; Bordenave S.; Lin S.; Bhaskar I.M.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	Ramos-Padron E.; Bordenave S.; Lin S.; Mani Bhaskar I.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	02-AUG-2010 Biological Sciences, University of Calgary, 2500 University Drive NW		skim milk powder
HQ027242	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21128661	Environ. Sci. Technol. 0:0-0 (2010)	Ramos-Padron E.; Bordenave S.; Lin S.; Bhaskar I.M.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	Ramos-Padron E.; Bordenave S.; Lin S.; Mani Bhaskar I.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	02-AUG-2010 Biological Sciences, University of Calgary, 2500 University Drive NW		skim milk powder
HQ027248	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21128661	Environ. Sci. Technol. 0:0-0 (2010)	Ramos-Padron E.; Bordenave S.; Lin S.; Bhaskar I.M.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	Ramos-Padron E.; Bordenave S.; Lin S.; Mani Bhaskar I.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	02-AUG-2010 Biological Sciences, University of Calgary, 2500 University Drive NW		skim milk powder
HQ027287	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21128661	Environ. Sci. Technol. 0:0-0 (2010)	Ramos-Padron E.; Bordenave S.; Lin S.; Bhaskar I.M.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	Ramos-Padron E.; Bordenave S.; Lin S.; Mani Bhaskar I.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	02-AUG-2010 Biological Sciences, University of Calgary, 2500 University Drive NW		skim milk powder
HQ027327	Thermus thermophilus strain HB8 16S ribosomal RNA, partial sequence		21128661	Environ. Sci. Technol. 0:0-0 (2010)	Ramos-Padron E.; Bordenave S.; Lin S.; Bhaskar I.M.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	Ramos-Padron E.; Bordenave S.; Lin S.; Mani Bhaskar I.; Dong X.; Sensen C.W.; Fournier J.; Voordouw G.; Gieg L.M.; ;	02-AUG-2010 Biological Sciences, University of Calgary, 2500 University Drive NW		skim milk powder
